,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
4491,4491,0,0.574513723,0.627398604,0.61539697,0.612685395,0.612685395,0.999201106,0.797738216,0.809579478,0.303648276,0.781836642,7380000000.0,5940000000.0,0.465864808,0.000234023,0.195262678,0.239433652,0.239433652,0.239433652,0.256972677,0.32542265,0.035043937,0.134435307,0.219326655,0.022387603,0.848449072,0.690240459,0.690237805,0.217720292,0.000126155,0.000671597,0.265522842,0.379857308,0.010915411,0.007584652,0.630678004,0.002674655,0.066783566,0.933216434,0.005337273,0.371057499,0.005710125,0.134341362,0.214056255,0.398058474,0.125937031,0.001266067,0.004995368,0.000111969,0.000189124,0.026935484,0.019990306,0.407950974,0.018015323,0.797818576,0.276887821,0.382605061,0.134159084,0.007675183,0.010721409,0.066067925,0.352937972,0.277314823,0.008718239,0.91220502,0.734446088,0.328434759,0.000445716,0.946066153,0.002972868,0.010087523,0.000150829,0.000111716,0.593965105,0.000148244,0.671580562,0.355858342,0.91220502,0.328434759,0.111142752,0.652605591,0.462841066,0.592051412,0.315735431,0.02677996,0,0.83984199,0.006260001,0.624287551,0.612681252,0.842675441,0.276718782,0.026807808,0.565236561,1,0.057742595
4493,4493,0,0.654658022,0.736589621,0.717169013,0.61723288,0.61723288,0.999264195,0.804598382,0.815826998,0.315501916,0.788571957,8360000000.0,3040000000.0,0.468488463,0.000366037,0.041400952,0.321351818,0.321351818,0.321351818,0.361444644,0.320789418,0.004718907,0.101864669,0.292987874,0.022146622,0.848148092,0.689615169,0.689614823,0.217617655,9950000000.0,0.000636112,0.265453684,0.37523751,0.02484922,0.024243687,0.630619786,0.000319171,0.009916256,0.990083744,0.009138762,0.369799344,0.005869163,0.101845067,0.291516477,0.39411165,0.011994003,0.00063912,0.009903636,0.000232918,8170000000.0,0.010322581,0.004344697,0.396327537,0.006981539,0.787251273,0.174676512,0.171627497,0.154248027,0.024381989,0.060267862,0.013133029,0.36044306,0.276990833,0.001555796,0.926974444,0.733491677,0.326534905,0.0,0.977504516,0.018871582,0.001044206,0.000765132,0.000787553,0.594317636,0.001747477,0.671567782,0.061872756,0.926974444,0.326534905,0.110933234,0.642413117,0.458330375,0.573445767,0.31451616,0.011776915,0,0.898279886,0.01955755,0.54914236,0.617230018,0.844970555,0.275010489,0.02679339,0.56516902,1,0.304280467
4496,4496,0,0.493589431,0.547590493,0.543016221,0.599583447,0.599583447,0.998965968,0.797479658,0.809400587,0.303688398,0.781663589,9890000000.0,0.0,0.464420456,0.000376038,0.0,0.191774472,0.191774472,0.191774472,0.22095112,0.319268586,0.014776835,0.095594821,0.175190179,0.022122253,0.848223146,0.6900534,0.6900534,0.217670487,6590000000.0,0.000453371,0.264100054,0.376923364,0.007047092,0.003114835,0.631843399,0.008570204,0.143241527,0.856758473,0.005635965,0.37621426,0.006660695,0.095542853,0.174164844,0.395858649,0.047976012,0.002061416,0.003068095,0.000117319,9910000000.0,0.019032258,0.016186126,0.392223152,0.019895805,0.754765228,0.050274729,0.097111121,0.007802977,0.003731326,0.001528438,0.026671843,0.342279243,0.278533252,0.008913813,0.166267619,0.732255962,0.327547497,0.074740334,0.934067168,0.002376266,0.008541101,764000000.0,4110000000.0,0.593923997,1780000000.0,0.671564164,0.235157144,0.166267619,0.327547497,0.124966474,0.638314525,0.458454216,0.572136342,0.313733035,0.041033704,0,0.803264471,0.123641595,0.624506297,0.59958113,0.840696776,0.280994724,0.027270748,0.566731336,1,0.025564582
4497,4497,0,0.550090187,0.583078936,0.610471653,0.605925424,0.605925424,0.999119068,0.797540251,0.809547059,0.303474011,0.781717764,4730000000.0,2730000000.0,0.466873003,0.000446045,0.010324932,0.182124647,0.182124647,0.183009566,0.230216508,0.323654241,0.023155921,0.112287273,0.183475183,0.024806878,0.848424086,0.690553782,0.690230187,0.217667819,7150000000.0,0.000516656,0.265076812,0.384067285,0.00996752,0.008780554,0.63088896,0.004496667,0.097409076,0.902590924,0.005138331,0.371673716,0.005365848,0.112283616,0.182316567,0.398329098,0.11844078,0.001038824,0.006092641,0.000257758,0.000104397,0.029516129,0.061842163,0.42459465,0.068650267,0.796279247,0.400694367,0.41924079,0.097010004,0.009253598,0.00648767,0.079042812,0.353225877,0.277080765,0.002198879,0.759561941,0.734738242,0.32929274,0.005986934,0.946110117,0.002957754,0.010445195,0.000142562,0.000141688,0.593957022,9310000000.0,0.671588289,0.504723009,0.759561941,0.32929274,0.114482333,0.664487304,0.464830929,0.604812097,0.317568952,0.029279205,0,0.840472843,0.095846989,0.623516317,0.60592289,0.843121603,0.278039962,0.026881064,0.565553478,1,0.039053566
4500,4500,0,0.585628626,0.582915395,0.63670432,0.618623791,0.618623791,0.999297011,0.797754126,0.809583124,0.303475703,0.78189166,7310000000.0,2380000000.0,0.505587009,0.00029703,0.217734589,0.201508575,0.201508575,0.201508575,0.238252813,0.343708,0.016334679,0.120755639,0.191383596,0.022077341,0.848027594,0.68933725,0.689337307,0.21758926,6520000000.0,0.00043211,0.263807881,0.391239149,0.019845804,0.019904877,0.630872865,0.003647671,0.084227711,0.915772289,0.005120116,0.373667753,0.005365848,0.120336444,0.190588945,0.395569268,0.064467766,0.000880566,0.007185644,0.001212358,5140000000.0,0.018225806,0.011814991,0.40516949,0.029189897,0.819780401,0.371611015,0.359622605,0.187068874,0.019783745,0.028531677,0.034390108,0.391672443,0.276982005,0.000511842,0.374412254,0.735924255,0.327449969,0.015776868,0.940307894,0.002784031,0.008848805,0.00022676,0.000241036,0.594029235,0.000320162,0.671631541,0.62972229,0.374412254,0.327449969,0.118481637,0.687713292,0.472533588,0.706731613,0.320419217,0.014776763,0,0.824665701,0.006709798,0.623486728,0.618623288,0.841905067,0.27742484,0.026857162,0.56545462,1,0.045515603
4511,4511,0,0.532101594,0.606574357,0.59055624,0.611467447,0.611467447,0.999175455,0.797641931,0.809551225,0.303533711,0.781837203,7980000000.0,0.0,0.461256637,0.000219022,0.008705335,0.211959041,0.211959041,0.211959041,0.283728846,0.316615972,0.057005006,0.152267731,0.225728704,0.022264623,0.848176196,0.689942659,0.689942659,0.217651071,7630000000.0,0.000570158,0.264724806,0.366491561,0.009425244,0.000398634,0.630795811,0.014926271,0.183904223,0.816095777,0.133308506,0.379926099,0.005365848,0.15218949,0.222698137,0.4257827,0.110944528,0.003144877,0.002010956,1240000000.0,0.051344259,0.044354839,0.441669727,0.708215554,0.000891485,0.846303882,0.075877517,0.968775421,0.02773309,0.000630386,0.000767451,0.191698498,0.340265089,0.278257759,0.023054402,0.997630697,0.742309505,0.339467587,0.0,0.945987843,0.002928566,0.010162784,0.000378082,2390000000.0,0.594011392,2900000000.0,0.671575028,0.000842538,0.997630697,0.339467587,0.110933234,0.646308729,0.459745439,0.562310194,0.315394039,0.030927709,0,0.837532048,0.008451479,0.622096368,0.611464773,0.845101256,0.285604,0.02679307,0.565167502,1,0.019094236
4529,4529,0,0.59430605,0.642607937,0.651962096,0.619834532,0.619834532,0.999295162,0.797820252,0.809694442,0.303594619,0.781980221,9420000000.0,6670000000.0,0.497325181,0.000387039,0.065188784,0.29623699,0.29623699,0.29623699,0.298005105,0.355485605,0.04511699,0.165540265,0.241394893,0.022089762,0.848031958,0.68940898,0.689409211,0.21759436,7530000000.0,0.00048394,0.264115595,0.39133229,0.030907236,0.028626166,0.630631087,0.001160871,0.033195272,0.966804728,0.005274621,0.369942494,0.005365848,0.165534874,0.240539929,0.396077023,0.103448276,0.001168677,0.005414637,0.000197761,0.000109692,0.021612903,0.015513417,0.409228647,0.018297707,0.869735964,0.516624537,0.537289752,0.304757766,0.028614364,0.048499218,0.032939524,0.434350462,0.277023581,0.006265947,0.866251076,0.737485005,0.327158398,0.000969086,0.966551798,0.003197217,0.010841379,0.000220346,0.000217634,0.594043953,0.000342025,0.671599583,0.458496435,0.866251076,0.327158398,0.111488869,0.674383122,0.481218634,0.675340842,0.317884613,0.009431967,0,0.857367356,0.018667299,0.6203366,0.619829584,0.843259685,0.275621141,0.026796584,0.565184142,1,0.113229383
4533,4533,0,0.45824599,0.467891409,0.492210504,0.585321207,0.585321207,0.998740304,0.797100467,0.809027962,0.303497939,0.781263447,9590000000.0,3630000000.0,0.462878807,0.00019802,0.0,0.161645106,0.161645106,0.161645106,0.195707668,0.319127113,0.013944976,0.080856608,0.155908714,0.009273018,0.847935882,0.689143641,0.689143641,0.217563841,5100000000.0,0.000398422,0.263468308,0.377612608,0.008473609,0.005764286,0.63045472,0.006771902,0.125888079,0.874111921,0.005094226,0.37470671,0.005365848,0.080878401,0.154905362,0.401111702,0.083958021,0.00081361,0.00777228,7570000000.0,8930000000.0,0.024354839,0.006850462,0.386897628,0.008994668,0.787794913,0.325180899,0.464617766,0.162121135,0.005763064,0.008373368,0.102487642,0.344114401,0.277537454,0.007351051,0.768801464,0.734596047,0.330886725,0.00449966,0.917557394,0.001590154,0.011134432,0.000200875,0.000143033,0.593957395,0.000192618,0.671540269,0.481936687,0.768801464,0.330886725,0.114373034,0.608053339,0.452249558,0.578757588,0.308904629,0.034315889,0,0.754217663,0.004714034,0.623778372,0.585319594,0.836674528,0.279690261,0.026745252,0.564929571,1,0.029557665
4558,4558,0,0.456637254,0.519297863,0.509716794,0.595763848,0.595749434,0.998958111,0.797324302,0.809262187,0.303433406,0.781542606,4520000000.0,0.0,0.463548141,0.000854085,0.0,0.185032236,0.185032236,0.185032236,0.212725726,0.318349013,0.017484157,0.095024835,0.166603901,0.022061791,0.848066356,0.688883235,0.688883235,0.217551596,505000000.0,0.000424299,0.263635375,0.376457658,0.006808715,0.006014446,0.630566705,0.001699815,0.046225474,0.953774526,0.014765718,0.369637181,0.006571122,0.094981028,0.165515421,0.39377002,0.092953523,0.002702566,0.002340565,0.002868579,0.001955547,0.021451613,0.138992113,0.390798489,0.008067596,0.754717263,0.122672481,0.119853464,0.077936722,0.006816302,0.012123789,0.033708761,0.344931448,0.27704988,0.000336986,0.654254215,0.732120754,0.327234123,0.0,0.929180762,0.002132984,0.013107958,3690000000.0,438000000.0,0.593918878,8300000000.0,0.671541842,0.023796707,0.654254215,0.327234123,0.110933234,0.605909549,0.440092126,0.571355864,0.31045841,0.042419378,0,0.78849988,0.005052648,0.623824072,0.595763582,0.839629586,0.276012208,0.026779312,0.565101276,1,0.082965597
4566,4566,0,0.643591869,0.687854339,0.695379838,0.622587526,0.622587526,0.999343461,0.797860648,0.809735064,0.303564406,0.782025835,9020000000.0,6960000000.0,0.497383894,0.000373037,0.054661403,0.290758923,0.290758923,0.290758923,0.309634112,0.357289382,0.046326966,0.177835681,0.255178128,0.022265556,0.848175384,0.689734335,0.689733874,0.217630534,0.000131386,0.000731163,0.265882618,0.395216274,0.027679789,0.025233722,0.630632115,0.001299483,0.036672008,0.963327992,0.005203959,0.370097946,0.005365848,0.177829889,0.249196893,0.396216355,0.130434783,0.001383746,0.004571829,0.000201391,0.000122553,0.025967742,0.016274253,0.412699848,0.020982516,0.8546138,0.460023744,0.482388057,0.270141925,0.025432623,0.042868179,0.033034836,0.426805414,0.277029763,0.006148295,0.793859734,0.736843175,0.327174545,0.001807522,0.962330656,0.003332772,0.010997923,0.000187138,0.00018402,0.594022492,0.000289637,0.671658535,0.524619909,0.793859734,0.327174545,0.111877474,0.74698891,0.52572891,0.675838383,0.325690713,0.010554947,0,0.866986027,0.0170886,0.576294299,0.62258628,0.843813454,0.275721697,0.026796964,0.565185934,1,0.103274751
4567,4567,0,0.512114269,0.565689054,0.556453772,0.601298664,0.601298664,0.999008951,0.797437741,0.809348638,0.303525251,0.781612922,8340000000.0,0.0,0.462534914,0.000477048,0.233829335,0.179301336,0.179301336,0.179301336,0.235511014,0.324750654,0.09734259,0.117172869,0.195149507,0.022141249,0.848070779,0.689593327,0.689593327,0.217618554,6080000000.0,0.000673369,0.264194854,0.386107075,0.008047401,0.006527866,0.631406419,0.01795931,0.196601868,0.803398132,0.0055967,0.37978183,0.005365848,0.117136483,0.189239122,0.419050592,0.247376312,0.000519412,0.01215454,0.000547615,0.001243682,0.115322581,0.045441593,0.39925601,0.005477636,0.808668728,0.801748669,0.833848169,0.094646896,0.007532419,0.002608797,0.19246042,0.34389067,0.277129855,0.001684988,0.937293469,0.739018748,0.34119588,0.001550983,0.937109682,0.002338509,0.027274721,0.000124053,0.000124614,0.593938667,4060000000.0,0.671577776,0.122481823,0.937293469,0.34119588,0.114522668,0.659436552,0.461429638,0.585071227,0.319116668,0.036082714,0,0.813283345,0.000407567,0.623939315,0.601299558,0.842414965,0.287803531,0.027019278,0.566053008,1,0.017608701
4569,4569,0,0.448203578,0.510466638,0.497724718,0.596376425,0.596383632,0.998932806,0.79725942,0.809195917,0.303372981,0.781449553,8070000000.0,1100000000.0,0.47318051,0.000334033,0.0,0.193122919,0.193122919,0.193122919,0.206485771,0.326094645,0.015578444,0.093152023,0.163139263,0.021996666,0.847820313,0.688896566,0.688896566,0.217536607,5630000000.0,0.000432859,0.263311343,0.385650684,0.007970646,0.006953326,0.630142053,0.002270675,0.058711491,0.941288509,0.007461349,0.371806801,0.007345593,0.093165274,0.162174798,0.395566589,0.071964018,0.000543759,0.011642195,0.000388069,0.000455412,0.018870968,0.030122057,0.38914769,0.00815385,0.765689087,0.20776788,0.219182273,0.055942238,0.007372565,0.005679096,0.05190787,0.369383346,0.277156235,0.001900419,0.808358716,0.73269899,0.327890564,0.0,0.93711875,0.002066449,0.014425883,0.000109263,0.000108934,0.593935509,79800000.0,0.671592847,0.082792179,0.808358716,0.327890564,0.110933234,0.661565456,0.467024477,0.621548293,0.316741872,0.036418623,0,0.78213062,0.001669263,0.623933869,0.596374673,0.839238768,0.27642607,0.026662617,0.564460615,1,0.065713209
4571,4571,0,0.473699605,0.542357174,0.529364527,0.600376195,0.600383401,0.998981105,0.79739444,0.809324812,0.303507849,0.781580641,9640000000.0,3510000000.0,0.464697248,0.000192019,0.0,0.193544309,0.193544309,0.193544309,0.218871135,0.326625168,0.06090718,0.101050403,0.173081268,0.022094566,0.848009018,0.689478518,0.689478518,0.217604571,7320000000.0,0.000453721,0.264035558,0.387606647,0.011966265,0.009135519,0.631419775,0.009576049,0.151494997,0.848505003,0.005806071,0.376300374,0.00593619,0.101022685,0.172128799,0.406313846,0.190404798,0.000787234,0.008040407,0.000132414,0.00065891,0.049677419,0.045394592,0.395049863,0.009838955,0.85427957,0.664405894,0.764305301,0.036534393,0.010071588,0.001613029,0.119973583,0.348159835,0.277143756,0.005245428,0.751201902,0.740682757,0.332656413,0.004767666,0.934370417,0.002269441,0.023147475,0.000163199,0.000146059,0.593974715,2190000000.0,0.671577993,0.157678662,0.751201902,0.332656413,0.11793678,0.655215056,0.461342469,0.60138514,0.316909711,0.024460348,0,0.801298114,0.002546105,0.624155979,0.600377453,0.840547489,0.281724198,0.027191299,0.56654233,1,0.023976466
4574,4574,0,0.628040755,0.694614043,0.680122062,0.609355857,0.609384684,0.999127156,0.797831735,0.809692489,0.303966352,0.781976853,9480000000.0,3360000000.0,0.478520084,0.0,0.093734184,0.220091863,0.220091863,0.220091863,0.295074218,0.349862064,0.043891889,0.129305431,0.241319575,0.022316331,0.849361895,0.689688804,0.689688804,0.21762628,9370000000.0,0.000546626,0.265329355,0.403803882,0.012784984,0.01255666,0.630612252,0.004151962,0.092269553,0.907730447,0.007074337,0.369637181,0.005365848,0.129252365,0.240411734,0.397876271,0.151424288,0.001059114,0.005966262,0.0005822,0.001025054,0.033225806,0.014996401,0.400251012,0.002345174,0.832392573,0.570782729,0.564695866,0.382834344,0.012513489,0.024324892,0.0832196,0.384185586,0.27700479,0.001055713,0.843774779,0.736839693,0.329374764,0.0,0.961548907,0.003050893,0.017329979,0.000166337,0.000174336,0.593979741,0.000315238,0.671623433,0.082851862,0.843774779,0.329374764,0.110933234,0.723270897,0.481083672,0.696870834,0.325476742,0.022911599,0,0.879259365,0.003180239,0.624450572,0.609355889,0.84566157,0.277790532,0.026791157,0.565158396,1,0.041365711
4582,4582,0,0.522839175,0.586513301,0.580277317,0.596650283,0.596650283,0.998932228,0.797597247,0.80950839,0.303964176,0.781784291,8560000000.0,3070000000.0,0.455556394,0.000274027,0.014171475,0.2218617,0.2218617,0.2218617,0.244681857,0.303883426,0.030854394,0.091116359,0.194772916,0.021989113,0.847844076,0.68941729,0.68941729,0.217595867,0.000122333,0.000622512,0.264096945,0.361443314,0.009719782,0.007363189,0.630859166,0.007182265,0.130181093,0.869818907,0.006276453,0.376049861,0.007352905,0.091683359,0.189729281,0.399128912,0.094452774,0.000584339,0.010806218,0.000273617,0.000388083,0.026935484,0.016459322,0.390380136,0.007305642,0.794189674,0.399878786,0.415978432,0.041954225,0.009078913,0.002759218,0.080383667,0.330368998,0.27707804,0.002010714,0.580538523,0.735136413,0.329967492,0.012519061,0.940107816,0.002706336,0.008783383,0.000223382,0.000220582,0.593976359,6140000000.0,0.671588576,0.132384084,0.580538523,0.329967492,0.119736551,0.657327077,0.462081951,0.521070398,0.316963419,0.030010015,0,0.820455709,0.004198238,0.625062675,0.596649475,0.842067744,0.279988075,0.026870543,0.565510479,1,0.0284731
4584,4584,0,0.471408375,0.535270388,0.523100808,0.596513354,0.596513354,0.998973363,0.797385033,0.809309319,0.303507607,0.781570536,4230000000.0,0.0,0.460843965,0.00089609,0.470796639,0.183978762,0.183978762,0.183978762,0.216412972,0.315413454,0.071403724,0.099421871,0.171198313,0.022192672,0.848282518,0.689174861,0.689174861,0.217576189,8010000000.0,0.0004375,0.26389258,0.36927648,0.009467053,0.005635151,0.633501596,0.012091119,0.168757747,0.831242253,0.007064465,0.372663465,0.005365848,0.099426775,0.170243571,0.412027764,0.236881559,0.000803465,0.007871333,0.000146362,0.00195706,0.062741935,0.059445089,0.394461907,0.003550157,0.839852901,0.743574199,0.896210716,0.084098102,0.007616674,0.002524954,0.176649215,0.339028815,0.277257063,0.005131897,0.999966904,0.740472442,0.336987573,0.0,0.935938865,0.002240135,0.015203149,0.00015849,0.000135063,0.593957605,4190000000.0,0.671575708,0.052256882,0.999966904,0.336987573,0.110933234,0.651777585,0.460615503,0.555758339,0.316479412,0.030794536,0,0.796851139,0.003319072,0.624186273,0.596514925,0.840137545,0.283547727,0.028090056,0.567936793,1,0.021149617
4592,4592,0,0.522546678,0.573320977,0.560361904,0.603828248,0.603662492,0.999040842,0.797547722,0.809417122,0.303650451,0.781677484,8940000000.0,272000000.0,0.469416136,0.000315032,0.30428181,0.215119464,0.215119464,0.215119464,0.234187388,0.326660536,0.039293979,0.109925902,0.193643142,0.022059768,0.847997043,0.689305712,0.689305712,0.217581936,5850000000.0,0.00047024,0.263630712,0.381934354,0.0143076,0.010607159,0.630729374,0.00268651,0.067025426,0.932974574,0.007736264,0.370558711,0.005365848,0.10988161,0.192692859,0.398629196,0.134932534,0.000777089,0.00813946,0.000149228,0.000907797,0.029516129,0.025653981,0.398792429,0.003315323,0.821860765,0.373755071,0.447997561,0.152009309,0.011557801,0.013547349,0.059193812,0.360337324,0.277147685,0.007451512,0.813474605,0.735736762,0.328202088,0.0,0.948419263,0.002520816,0.014845329,0.000121034,0.000104674,0.593968102,0.00011801,0.671569764,0.072635093,0.813474605,0.328202088,0.110933234,0.638707315,0.457723662,0.608762739,0.314055546,0.020492181,0,0.821232575,0.000938127,0.624197509,0.603825123,0.841559797,0.276727791,0.026817021,0.565278775,1,0.057533451
4619,4619,0,0.455662263,0.508722198,0.506772311,0.595857536,0.595857536,0.998921713,0.797220546,0.809153603,0.303328267,0.781481273,8340000000.0,2170000000.0,0.461043591,0.000409041,0.0,0.166575366,0.166575366,0.166575366,0.210362106,0.3172526,0.010980535,0.09323345,0.163591173,0.022682172,0.848119047,0.68924033,0.68924033,0.21759674,4980000000.0,0.000368751,0.26387937,0.375693901,0.005396551,0.003703741,0.629935891,0.006266699,0.120264837,0.879735163,0.005213442,0.373642031,0.005365848,0.093686388,0.164195762,0.396280661,0.058470765,0.001761131,0.003589833,0.000103753,9910000000.0,0.018709677,0.1179854,0.376687547,0.152260401,0.744820432,0.143000236,0.210131169,0.014115791,0.003615657,0.001028308,0.072524098,0.340058467,0.275193853,0.004953201,0.565312422,0.731518921,0.329406067,0.0,0.925850632,0.002050445,0.01559402,0.000123857,868000000.0,0.593905444,2340000000.0,0.671544528,0.339156208,0.565312422,0.329406067,0.110933234,0.621290906,0.45472007,0.562247103,0.311164375,0.053003365,0,0.779551244,0.002098861,0.623170433,0.595857259,0.838759562,0.279323604,0.026605555,0.564084858,1,0.031084057
4623,4623,0,0.515136743,0.613225033,0.568981209,0.600066302,0.600080716,0.998983762,0.797543156,0.809460999,0.303762358,0.781666957,8900000000.0,1390000000.0,0.466675054,0.000649065,0.0,0.208250811,0.208250811,0.208250811,0.24534367,0.334830586,0.067683047,0.102516082,0.209459968,0.022230378,0.84907562,0.690574095,0.691060426,0.217701603,9890000000.0,0.000521297,0.265070595,0.391024925,0.00906643,0.006763054,0.631098547,0.01203458,0.168394957,0.831605043,0.009086955,0.378817803,0.005365848,0.102431319,0.208475982,0.401094286,0.172413793,0.001576497,0.004009103,0.000156298,0.001895027,0.050483871,0.179251796,0.405780059,0.013225552,0.797439384,0.413029116,0.506455214,0.255012689,0.007183829,0.012915943,0.104521817,0.350079465,0.277298359,0.005215678,0.587272355,0.736398823,0.332562281,0.014537736,0.943594035,0.002555524,0.019383968,0.000131761,0.000110906,0.593948213,0.000189257,0.671624164,0.043381264,0.587272355,0.332562281,0.127005648,0.733344714,0.473005015,0.615810818,0.334063775,0.032123467,0,0.832901008,0.029578962,0.623862535,0.600063998,0.843999771,0.283506804,0.026956954,0.565841742,1,0.021200242
